,Category,name,destinations,age_group,tour_type_des,Vendors,Duration,price,Destination_link
332,River Cruise,4 NIGHTS / 5 DAYS AT SALIMA CRUISE FROM LUXOR TO ASWAN," Luxor, Valley of the Queens, Valley of the Kings, Esna, Edfu, Kom Ombo, Philae, Aswan+1 more", 1 to 100 ,"Family, Group, Fully Guided, Explorer, Historical, Christmas & New Year+4 more",Sun Pyramid Tours,5 days,867,203565
333,River Cruise,From Luxor or Aswan: FB Nile cruise 4 special days," Aswan, Luxor ", 5 to 99 ,"Private, Group, Explorer, Historical, Christmas & New Year+2 more",ToBadaa,4 days,653,234157
334,River Cruise,Package 5 Days 4 Nights Mövenpick Royal Lily Nile Cruise Over Xmas & NY," Luxor, Valley of the Kings, Esna, Edfu, Kom Ombo, Aswan, Philae ", 3 to 100 ,"Family, Private, Fully Guided, Historical, Christmas & New Year+3 more",Sun Pyramid Tours,5 days,936,142579
335,River Cruise,MS Nile Goddess Nile Cruise 5 Days Sailing Tours From Luxor To Aswan," Luxor, Valley of the Queens, Valley of the Kings, Esna, Edfu, Kom Ombo, Aswan, Philae+1 more", 3 to 120 ,"Family, Private, Fully Guided, Explorer, Historical, Christmas & New Year+4 more",Sun Pyramid Tours,5 days,1.485,188661
336,River Cruise,4 NIGHTS / 5 DAYS AT Movenpick Royal Lily Nile Cruise From LUXOR TO ASWAN," Luxor, Valley of the Queens, Valley of the Kings, Esna, Edfu, Kom Ombo, Philae, Aswan+1 more", 1 to 100 ,"Family, Group, Fully Guided, Explorer, Christmas & New Year+3 more",Sun Pyramid Tours,5 days,1.721,145220
337,River Cruise,Package 5 Days 4 Nights Mövenpick Royal Lotus Nile Cruise," Luxor, Valley of the Kings, Valley of the Queens, Esna, Edfu, Kom Ombo, Philae, Aswan+1 more", 3 to 100 ,"Family, Private, Fully Guided, Explorer, Christmas & New Year+3 more",Sun Pyramid Tours,5 days,1.722,142683
338,In-depth Cultural,"Cairo, Cruise & Red Sea - 13 Days"," Cairo, Giza, Memphis, Aswan, Abu Simbel, Kom Ombo, Luxor, Valley of the Kings, Hurghada+1 more", 5 to 99 ,"Family, River Cruise, Private, Partially Guided, Historical, Christmas & New Year+4 more",On The Go Tours,13 days,3.085,228507
339,Sailing,Felucca Odyssey & Red Sea," Cairo, Giza, Saqqarah, Luxor, Aswan, Philae, Edfu, Kom Ombo, Valley of the Kings, Nuweiba, Dahab, Sharm el-Sheikh+3 more", 18 to 50 ,"Boat, Group, Fully Guided, Explorer, Christmas & New Year+2 more",Travel Talk,12 days,1.338,86562
340,In-depth Cultural,"20 Days Cairo, Desert Safari to Luxor, Nile Cruise, Sharm El Sheikh & Alexandria"," Cairo, Giza, Bahariya Oasis, White Desert, Farafra, Kharga Oasis, Luxor, Kom Ombo, Edfu, Aswan, Sharm el-Sheikh, Alexandria+4 more", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,20 days,2.230,160757
341,River Cruise,Nile Cruises Trips From Aswan to Luxor for 4Days 3 Nights," Aswan, Kom Ombo, Edfu, Luxor ", 1 to 99 ,"Family, Private, Group, Fully Guided, Explorer, Historical, Christmas & New Year+4 more",Ancient Egypt Tours,4 days,448,160840
342,Explorer,9-Days Classical Egypt Tour with 4 night Nile Cruise," Cairo, Luxor, Aswan, Abu Simbel ", 7 to 95 ,"Family, River Cruise, Private, Group, Partially Guided, Christmas & New Year+4 more",Flo Tours,9 days,1.862,107836
343,Explorer,"Eternal Egypt, Secrets of the Nile, Hurghada and Alexandria"," Cairo, Faiyum, Minya, Banī Ḩasan, Mallawī, Asyut, Abydos, Luxor, Dendera, Hurghada, Alexandria+1 more", 1 to 99 ,"Family, River Cruise, Group, Fully Guided, Historical, Christmas & New Year+4 more",Europamundo,12 days,2.263,239549
344,Active Adventure,Package 5 Days 4 Nights to The Oberoi Philae Christmas Nile Cruise," Aswan, Kom Ombo, Edfu, Luxor, Philae ", 12 to 100 ,"Private, Group, Partially Guided, Christmas & New Year+2 more",Sun Pyramid Tours,5 days,3.542,142397
345,In-depth Cultural,Egypt & the Red Sea For Teenagers - 12 days," Cairo, Giza, Saqqarah, Aswan, Elephantine Island, Philae, Kom Ombo, Luxor, Valley of the Kings, Hurghada+2 more", 12 to 80 ,"Group, Fully Guided, Explorer, Historical, Christmas & New Year+3 more",On The Go Tours,12 days,1.643,158645
346,Explorer,"Egypt & The Nile - 10 Days Cairo, Nile Cruise & Alexandria (Domestic Flight)"," Cairo, Giza, Aswan, Edfu, Kom Ombo, Luxor, Alexandria ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,10 days,954,192026
347,River Cruise,Nile Cruises From Luxor to Aswan for 5 Days 4 Nights," Luxor, Kom Ombo, Edfu, Aswan ", 1 to 99 ,"Family, Private, Group, Fully Guided, Explorer, Historical, Christmas & New Year+4 more",Ancient Egypt Tours,5 days,448,160841
348,River Cruise,4 Day - 3 Night Deluxe Nile Cruise Trip Aswan & Luxor," Aswan, Abu Simbel, Edfu, Kom Ombo, Esna, Valley of the Kings, Luxor ", 5 to 80 ,"Boat, Family, Private, Group, Fully Guided, Christmas & New Year+3 more", Ibermundo Travel Egypt,4 days,572,147407
349,In-depth Cultural,"5 Days Marvelous Egypt, Cairo & Luxor (by Sleeper Train)"," Cairo, Giza, Luxor, Valley of the Kings ", 1 to 99 ,"Family, Private, Group, Fully Guided, Historical, Christmas & New Year+3 more",Ancient Egypt Tours,5 days,245,191777
350,In-depth Cultural,"15 Days Cairo, Alexandria, Abu Simbel, Nile Cruise & Luxor"," Cairo, Giza, Alexandria, Saqqarah, Aswan, Kom Ombo, Edfu, Luxor ", 1 to 98 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,15 days,1.546,178201
351,Active Adventure,Egypt Group Discovery 9D/8N," Cairo, Giza, Aswan, Philae, Abu Simbel, Kom Ombo, Edfu, Luxor ", 10 to 99 ,"Family, Private, Independent, Partially Guided, Explorer+3 more",Bamba Travel,9 days,1.334,88062
352,In-depth Cultural,4 Days: Top Cairo Tour," Cairo, Giza, Saqqarah ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,4 days,293,147061
353,River Cruise,Nile Cruise from Luxor for 3 Nights," Luxor, Edfu, Kom Ombo, Aswan ", 18 to 80 ,"Private, Fully Guided, Explorer, Historical+2 more",Egyptology Travel,4 days,372,139186
354,In-depth Cultural,"Adventure Egypt : 7 Days ( Cairo - White Desert Camping , Luxor by  train )"," Cairo, Giza, Bahariya Oasis, White Desert, Luxor ", 1 to 85 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Egypt Best Holidays ,7 days,545,202615
355,In-depth Cultural,"5 Days Tour Package Discover Cairo and Luxor by Fight "" 3 Nights in Cairo & 1 Night  in Luxor"," Cairo, Giza, Luxor ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,5 days,304,170293
356,In-depth Cultural,Civilization Egypt - 7 Day," Cairo, Aswan, Kom Ombo, Edfu, Luxor ", 1 to 99 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Itaca Holiday,7 days,568,240149
357,Explorer,3 Days: Best Cairo Tour," Cairo, Giza ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,3 days,246,144554
358,River Cruise,Discovery tour  Nile cruise (5 Day)," Luxor, Valley of the Kings, Edfu, Kom Ombo, Aswan ", 2 to 80 ,"Family, Private, Group, Partially Guided, Historical, Christmas & New Year+3 more",Itaca Holiday,5 days,389,150504
359,In-depth Cultural,"5 Days Explore sightseeing  Cairo & Giza Pyramids and  Alexandria Tour,  Luxor City"," Cairo, Giza, Alexandria, Luxor ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,5 days,354,191881
360,In-depth Cultural,Go Tour Egypt 6 Days Cairo and Luxor," Cairo, Giza, Luxor ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,6 days,341,191884
361,In-depth Cultural,"11 Days Cairo, Nile Cruise & Sharm El sheikh by Flight (including Kom Ombo)"," Cairo, Giza, Aswan, Edfu, Kom Ombo, Luxor, Sharm el-Sheikh ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,11 days,1.394,153171
362,In-depth Cultural,Experience Egypt Spiritual Tour-Sacred journey Healing & Rejuvenation," Cairo, Aswan, Edfu, Luxor, Qena, Sohag ", 6 to 85 ,"Family, Private, Group, Fully Guided, Explorer, Christmas & New Year+3 more",Look at Egypt Tours ,10 days,1.806,137052
363,In-depth Cultural,Absolute Egypt," Cairo, Alexandria, Giza, Saqqarah, Luxor, Aswan, Philae, Abu Simbel, Kom Ombo, Edfu, Valley of the Kings, Nuweiba, Dahab, St. Catherine, Mount Sinai+5 more", 18 to 59 ,"Active Adventure, Group, Fully Guided, Hiking & Trekking, Christmas & New Year+3 more",Travel Talk,16 days,1.698,167677
364,River Cruise,Nile Cruise from Luxor for 2 Nights," Luxor, Edfu, Aswan ", 18 to 80 ,"Private, Fully Guided, Explorer, Historical+2 more",Egyptology Travel,3 days,359,139192
365,In-depth Cultural,Essential Egypt & Red Sea with Cruise - 13 days," Cairo, Giza, Aswan, Philae, Kom Ombo, Luxor, Valley of the Kings, Hurghada ", 5 to 99 ,"Family, Group, Fully Guided, Historical+2 more",On The Go Tours,13 days,1.436,228383
366,Explorer,"3 Days White Desert, Farafra Oasis, Bahariya Tour"," Cairo, White Desert, Bahariya Oasis ", 1 to 99 ,"Group, Fully Guided, Christmas & New Year+1 more",Ancient Egypt Tours,3 days,254,232236
367,In-depth Cultural,Egypt Treasures - 6 Days Cairo & Luxor Guided Tours by Overnight Train," Cairo, Giza, Luxor ", 1 to 99 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Egypt Best Holidays ,6 days,472,171981
368,In-depth Cultural,"6 Days Cairo, Luxor & Aswan Holiday"," Cairo, Aswan, Luxor ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,6 days,647,148067
369,In-depth Cultural,5 Days Top Tour To Pyramids & Old Cairo and Alexandria," Cairo, Giza, Alexandria ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,5 days,337,170342
370,In-depth Cultural,"Great Pyramids in Giza, Cairo Egypt sightseeing 4 days package"," Cairo, Giza ", 4 to 65 ,"Family, Private, Fully Guided, Historical, Christmas & New Year+3 more",Your Egypt Tours,4 days,908,109506
371,River Cruise,"Splendours of Egypt (Small Groups, Summer, 12 Days)"," Cairo, Luxor, Dendera, Edfu, Aswan, Kom Ombo ", 5 to 99 ,"Family, Group, Fully Guided, Explorer, Historical+3 more",Insight Vacations,12 days,3.404,203891
372,In-depth Cultural,Egyptian Legacy 7 Days Cairo and Luxor Holiday," Cairo, Giza, Luxor ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,7 days,749,191896
373,Explorer,"Cairo, Alexandria, Luxor and Aswan 8 Days  Holiday"," Cairo, Alexandria, Luxor, Aswan ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,8 days,921,170347
374,Explorer,Classic Egypt Tour 8 Days - 7 Nights at 5* Stars Nile Cruise & Hotel 5*," Cairo, Giza, Luxor, Edfu, Kom Ombo, Aswan ", 2 to 80 ,"Family, Custom, Private, Partially Guided, Christmas & New Year+2 more", Ibermundo Travel Egypt,8 days,1.160,141491
375,In-depth Cultural,The Legendary Tour of Egypt," Cairo, Alexandria, Giza, Luxor ", 10 to 99 ,"Family, Private, Fully Guided, Historical, Christmas & New Year+3 more",Egypt Tours Club,7 days,1.999,189211
376,In-depth Cultural,"Discover Cairo, Luxor &The Red Sea All-inclusive 5 Stars Hotels & Flights Included"," Cairo, Luxor, Hurghada ", 2 to 75 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Look at Egypt Tours ,9 days,1.450,138754
377,In-depth Cultural,6 Days Cairo and Luxor Private Tour," Cairo, Luxor ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,6 days,759,170359
378,In-depth Cultural,"8 Days Cairo, Aswan, Luxor and Sharm El Sheikh Holiday"," Cairo, Giza, Aswan, Luxor, Sharm el-Sheikh ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,8 days,1.281,148273
379,Sailing,"Lake Nasser Cruise ""5 days / 4 nights"""," Aswan, Abu Simbel ", 1 to 99 ,"Family, Private, Group, Fully Guided, Explorer, Christmas & New Year+3 more",Ancient Egypt Tours,5 days,1.165,160860
380,In-depth Cultural,"5 Days Top Tour Giza Pyramids, Old Cairo and Alexandria"," Cairo, Giza, Saqqarah, Memphis, Alexandria ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,5 days,436,147071
381,In-depth Cultural,Egypt Family Holiday - Fun & Discovery," Cairo, Aswan, Luxor, Hurghada ", 4 to 65 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Your Egypt Tours,9 days,1.681,110489
382,River Cruise,Movenpick MS Royal Lily Nile Cruise," Aswan, Philae, Kom Ombo, Edfu, Esna, Valley of the Kings, Valley of the Queens, Luxor+1 more", 3 to 120 ,"Family, Group, Fully Guided, Explorer, Historical, Christmas & New Year+4 more",Sun Pyramid Tours,4 days,1.504,188600
383,In-depth Cultural,Classic Egypt with Nile Cruise," Cairo, Luxor, Edfu, Kom Ombo, Aswan, Abu Simbel ", 2 to 80 ,"Family, Private, Fully Guided, Historical, Christmas & New Year+3 more",Agate Travel,9 days,2.279,191916
384,Explorer,"11 Days Cairo, Nile Cruise & Sharm El sheikh by Flight (including Komombo)"," Cairo, Giza, Aswan, Edfu, Kom Ombo, Luxor, Sharm el-Sheikh ", 1 to 99 ,"Family, Private, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,11 days,1.293,175902
385,Explorer,"12 Days Cairo, Nile Cruise & Hurghada Vacation (including Komombo)"," Cairo, Giza, Aswan, Edfu, Kom Ombo, Luxor, Hurghada ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,12 days,1.293,175920
386,Explorer,New Tour Egypt (2 for 1) Tour in 5* Hotel & Nile Cruise," Cairo, Giza, Luxor, Valley of the Kings, Edfu, Kom Ombo, Aswan, Philae, Abu Simbel ", 5 to 80 ,"Family, River Cruise, Private, Fully Guided, Historical, Christmas & New Year+4 more", Ibermundo Travel Egypt,8 days,948,213858
387,Active Adventure,Cairo Visit & Nile Cruise Package from Luxor to Aswan 6 days 5 Nights," Cairo, Luxor, Aswan ", 3 to 90 ,"Family, River Cruise, Private, Group, Partially Guided, Explorer, Christmas & New Year+5 more",ToBadaa,6 days,531,139178
388,In-depth Cultural,5 Days Pyramids and Cairo Sightseeing," Cairo, Giza, Alexandria ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,5 days,397,147079
389,In-depth Cultural,"9 Days Cairo, Aswan and Luxor with Sharm El Sheikh Holiday"," Cairo, Aswan, Luxor, Sharm el-Sheikh, Giza ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,9 days,1.549,150183
390,In-depth Cultural,5 Days Cairo & Luxor (4 destinations)," Cairo, Giza, Luxor ", 1 to 99 ,"Family, Group, Fully Guided, Historical, Christmas & New Year+3 more",Ancient Egypt Tours,5 days,457,170294
391,Explorer,7 Days Cairo and Nile Cruise Package," Cairo, Giza, Aswan, Edfu, Kom Ombo, Luxor ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,7 days,772,191890
392,In-depth Cultural,4 Days : Top Luxor & Aswan Tour," Luxor, Aswan, Abu Simbel ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,4 days,535,147084
393,Explorer,"9 Day Best of Egypt Tour – Cairo 5*, Giza 5* and Nile Cruise 5* [By Air]"," Cairo, Giza, Luxor, Valley of the Kings, Edfu, Kom Ombo, Aswan, Abu Simbel ", 5 to 85 ,"Family, Custom, Private, Partially Guided, Christmas & New Year+2 more", Ibermundo Travel Egypt,9 days,885,155331
394,Explorer,9 Days Cairo and Nile Cruise Holiday," Cairo, Giza, Aswan, Edfu, Kom Ombo, Luxor ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,9 days,1.014,170988
395,Explorer,4 Days Cairo and Alexandria (3 destinations)," Cairo, Alexandria ", 1 to 99 ,"Family, Private, Group, Fully Guided, Historical, Christmas & New Year+3 more",Ancient Egypt Tours,4 days,324,144548
396,Explorer,"10 Days Luxury Cairo, Alexandria & Nile Cruise", Cairo , 18 to 80 ,"Private, Group, Partially Guided, Historical, Christmas & New Year+3 more",Egypt Online Tour,10 days,1.635,145657
397,Explorer,Honeymoon Nile Adventure in Egypt, Cairo , 18 to 80 ,"Private, Honeymoon, Group, Partially Guided, Christmas & New Year+2 more",Egypt Online Tour,10 days,1.317,145984
398,In-depth Cultural,"8 Days Cairo, Alexandria, Luxor and Aswan Holiday"," Cairo, Alexandria, Luxor, Aswan ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,8 days,1.069,147432
399,In-depth Cultural,7 Days Cairo Sightseeing and Hurghada Holiday," Cairo, Hurghada ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,7 days,682,170705
400,Sightseeing,Egypt Family Holiday For Solo Parents," Cairo, Giza, Aswan, Abu Simbel, Luxor, Hurghada ", 4 to 65 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Your Egypt Tours,9 days,1.816,110884
401,In-depth Cultural,Discover Luxor Aswan and Abu Simbel -Land of the Pharaohs 4 Days," Luxor, Edfu, Aswan, Abu Simbel, Cairo ", 2 to 75 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Look at Egypt Tours ,4 days,687,137554
402,In-depth Cultural,"18 Days Cairo, Alexandria and Nile Cruise by Flight"," Cairo, Giza, Luxor, Esna, Edfu, Aswan, Kom Ombo, Alexandria, Saqqarah ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,18 days,1.880,160733
403,Explorer,Best of Egypt with 5-Star Nile Cruise - 7 Days," Cairo, Aswan, Abu Simbel, Kom Ombo, Edfu, Luxor ", 2 to 80 ,"Family, River Cruise, Private, Fully Guided, Historical, Christmas & New Year+4 more",Agate Travel,7 days,1.970,182753
404,In-depth Cultural,Muslim Heritage Tour in Egypt, Cairo , 18 to 80 ,"Private, Group, Partially Guided, Historical, Christmas & New Year+3 more",Egypt Online Tour,9 days,1.090,146132
405,In-depth Cultural,"City Break 5 Days - 4 Nights Giza, Cairo & Alexandria In Hotels 5* Stars"," Cairo, Giza, Alexandria ", 3 to 85 ,"Family, Private, Group, Partially Guided, Explorer, Christmas & New Year+3 more", Ibermundo Travel Egypt,5 days,695,147448
406,Explorer,"10 Days Cairo, Nile Cruise & Alexandria by Flight (8 destinations)"," Cairo, Giza, Aswan, Edfu, Kom Ombo, Luxor, Alexandria ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,10 days,1.432,153120
407,In-depth Cultural,Elegance of Egypt Discover the Highlights of Egypt With Ultra Deluxe Hotels & Cruise," Cairo, Aswan, Kom Ombo, Edfu, Luxor ", 3 to 75 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Look at Egypt Tours ,7 days,2.024,177097
408,In-depth Cultural,6 Days Cairo and Nile 5 Stars Cruise Holiday," Cairo, Aswan, Edfu, Kom Ombo, Luxor ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,6 days,949,170510
409,In-depth Cultural,"Private 7 Days Best of Cairo, Luxor & Aswan Holiday"," Cairo, Aswan, Luxor ", 1 to 99 ,"Family, Private, Group, Fully Guided, Sightseeing, Christmas & New Year+3 more",Ancient Egypt Tours,7 days,1.079,148113
410,Explorer,Package 7 Days 6 Nights to Pyramids & The Nile Cruise," Cairo, Giza, Aswan, Kom Ombo, Edfu, Esna, Luxor ", 3 to 100 ,"Active Adventure, Family, Private, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,7 days,2.435,142684
411,In-depth Cultural,Egyptian Explorer - 8 Days," Cairo, Giza, Aswan, Luxor ", 4 to 65 ,"Family, Private, Fully Guided, Sightseeing, Christmas & New Year+3 more",Your Egypt Tours,8 days,1.590,110587
412,Explorer,Experiences Egypt Tour 9 Days - 8 Nights (4 N in Cruise Luxor 5*  -  4 N In Cairo Hotel 5* )," Cairo, Giza, Luxor, Aswan, Esna, Edfu, Kom Ombo, Abu Simbel ", 4 to 80 ,"Family, Custom, Private, Partially Guided, Christmas & New Year+2 more", Ibermundo Travel Egypt,9 days,905,141495
